OS;Local;Descricao;Data Abertura;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Prioridade;Oficina;Tipo;MP;Status
OS92248;REM01-2000-2200-X000001;Corretiva banco;15/09/2021;;;5;15/10/2021;15/10/2021;5;C;Automação;Corretiva;;FECH
OS92249;REM01-2000-2200-X000004;Corretiva banco;25/03/2021;;;3,35;16/05/2021;16/05/2021;3,13;C;Elétrica;Corretiva;;FECH
OS92250;REM01-2000-2200-X000001;Corretiva banco;29/07/2021;;;2,43;28/08/2021;28/08/2021;2,43;C;Mecânica;Corretiva;;FECH
OS92251;REM01-1000-1100-E000005;Corretiva banco;27/10/2021;;;2,48;26/11/2021;26/11/2021;2,48;C;Mecânica;Corretiva;;FECH
OS92252;REM01-1000-1100-E000001;Corretiva banco;30/07/2021;;;1,55;29/08/2021;29/08/2021;1,55;C;Mecânica;Corretiva;;FECH
OS92253;REM01-1000-1100-E000003;Corretiva banco;29/08/2021;;;3,23;28/09/2021;28/09/2021;3,23;C;Elétrica;Corretiva;;FECH
OS92254;REM01-1000-1200-E000003;Corretiva banco;27/11/2021;;;4,33;28/12/2021;28/12/2021;4,6;C;Elétrica;Corretiva;;FECH
OS92255;REM01-1000-1100-E000001;Corretiva banco;24/03/2021;;;1,12;15/05/2021;15/05/2021;1,62;C;Elétrica;Corretiva;;FECH
OS92256;REM01-1000-1100-E000001;Corretiva banco;29/01/2021;;;1,65;18/03/2021;18/03/2021;2,15;C;Elétrica;Corretiva;;FECH
OS92257;REM01-1000-2200-F000001;Corretiva banco;28/04/2021;;;1,53;03/06/2021;03/06/2021;1,53;C;Mecânica;Corretiva;;FECH
OS92258;REM01-2000-2100-X000001;Corretiva banco;06/04/2021;;;4,77;12/05/2021;12/05/2021;4,77;C;Mecânica;Corretiva;;FECH
OS92259;REM01-3000-3100-C000002;Corretiva banco;01/06/2021;;;4,02;25/07/2021;25/07/2021;4,03;C;Automação;Corretiva;;FECH
OS92260;REM01-1000-1200-E000006;Corretiva banco;24/08/2021;;;2,58;23/09/2021;23/09/2021;2,58;C;Automação;Corretiva;;FECH
OS92261;REM01-1000-1100-E000003;Corretiva banco;16/03/2021;;;3,93;12/05/2021;12/05/2021;4,18;C;Automação;Corretiva;;FECH
OS92262;REM01-1000-1200-E000004;Corretiva banco;23/01/2021;;;3,17;27/02/2021;27/02/2021;3,17;C;Elétrica;Corretiva;;FECH
OS92263;REM01-3000-3200-T000002;Corretiva banco;24/07/2021;;;4,6;23/08/2021;24/08/2021;4,6;C;Mecânica;Corretiva;;FECH
OS92264;REM01-2000-2200-X000006;Corretiva banco;07/07/2021;;;2,68;14/08/2021;14/08/2021;2,45;C;Mecânica;Corretiva;;FECH
OS92265;REM01-3000-3100-C000001;Corretiva banco;11/05/2021;;;3,3;10/06/2021;10/06/2021;3,3;C;Elétrica;Corretiva;;FECH
OS92266;REM01-2000-2100-X000002;Corretiva banco;24/12/2020;;;2,9;26/02/2021;26/02/2021;2,92;C;Mecânica;Corretiva;;FECH
OS92267;REM01-1000-1100-E000006;Corretiva banco;04/01/2021;;;4,83;08/02/2021;09/02/2021;4,62;C;Automação;Corretiva;;FECH
OS92268;REM01-2000-2100-X000003;Corretiva banco;23/11/2021;;;1,93;26/12/2021;26/12/2021;2,43;C;Mecânica;Corretiva;;FECH
OS92269;REM01-1000-1200-E000003;Corretiva banco;14/09/2021;;;3,67;14/10/2021;14/10/2021;3,67;C;Mecânica;Corretiva;;FECH
OS92270;REM01-1000-1100-E000004;Corretiva banco;04/10/2021;;;3,67;08/11/2021;09/11/2021;4,4;C;Mecânica;Corretiva;;FECH
OS92271;REM01-2000-2100-X000001;Corretiva banco;21/05/2021;;;3,45;23/06/2021;23/06/2021;3,47;C;Automação;Corretiva;;FECH
OS92272;REM01-3000-3100-C000002;Corretiva banco;22/12/2020;;;2,35;10/02/2021;10/02/2021;2,6;C;Automação;Corretiva;;FECH
OS92273;REM01-1000-1200-E000006;Corretiva banco;19/01/2021;;;1,38;24/02/2021;24/02/2021;1,63;C;Elétrica;Corretiva;;FECH
OS92274;REM01-3000-3300-C000001;Corretiva banco;01/01/2021;;;5,03;04/03/2021;04/03/2021;4,8;C;Elétrica;Corretiva;;FECH
OS92275;REM01-1000-1200-E000006;Corretiva banco;04/11/2021;;;1,12;04/12/2021;04/12/2021;1,12;C;Mecânica;Corretiva;;FECH
OS92276;REM01-2000-2200-X000001;Corretiva banco;29/03/2021;;;1,7;25/10/2021;25/10/2021;1,7;C;Elétrica;Corretiva;;FECH
OS92277;REM01-1000-1100-E000002;Corretiva banco;09/05/2021;;;2,1;09/06/2021;09/06/2021;2,37;C;Elétrica;Corretiva;;FECH
OS92278;REM01-1000-1200-E000006;Corretiva banco;03/03/2021;;;1,62;04/05/2021;04/05/2021;2,12;C;Mecânica;Corretiva;;FECH
OS92279;REM01-2000-2200-X000003;Corretiva banco;30/11/2021;;;3,9;;;0;C;Mecânica;Corretiva;;PEND
OS92280;REM01-1000-1200-F000002;Corretiva banco;27/07/2021;;;3,85;26/08/2021;27/08/2021;3,85;C;Mecânica;Corretiva;;FECH
OS92281;REM01-3000-3100-C000001;Corretiva banco;07/07/2021;;;2,27;06/08/2021;06/08/2021;2,27;C;Mecânica;Corretiva;;FECH
OS92282;REM01-2000-2200-X000005;Corretiva banco;05/12/2020;;;1,22;24/01/2021;24/01/2021;1,95;C;Mecânica;Corretiva;;FECH
OS92283;REM01-2000-2200-X000004;Corretiva banco;25/08/2021;;;2,22;24/09/2021;24/09/2021;2,22;C;Elétrica;Corretiva;;FECH
OS92284;REM01-1000-1200-E000005;Corretiva banco;28/12/2020;;;1,12;30/01/2021;30/01/2021;0,65;C;Elétrica;Corretiva;;FECH
OS92285;REM01-2000-2100-X000005;Corretiva banco;23/03/2021;;;4,38;08/05/2021;08/05/2021;4,17;C;Mecânica;Corretiva;;FECH
OS92286;REM01-1000-1200-E000002;Corretiva banco;20/09/2021;;;3,73;20/10/2021;20/10/2021;3,73;C;Automação;Corretiva;;FECH
OS92287;REM01-1000-1100-E000003;Corretiva banco;08/07/2021;;;3,33;07/08/2021;07/08/2021;3,33;C;Elétrica;Corretiva;;FECH
OS92288;REM01-1000-1100-E000004;Corretiva banco;20/08/2021;;;3,25;19/09/2021;19/09/2021;3,25;C;Elétrica;Corretiva;;FECH
OS92289;REM01-3000-3300-C000001;Corretiva banco;16/10/2021;;;1,17;15/11/2021;15/11/2021;1,17;C;Mecânica;Corretiva;;FECH
OS92290;REM01-1000-1100-E000005;Corretiva banco;15/12/2020;;;1,05;22/01/2021;23/01/2021;0,82;C;Automação;Corretiva;;FECH
OS92291;REM01-2000-2100-X000002;Corretiva banco;03/06/2021;;;2,42;15/07/2021;15/07/2021;2,43;C;Mecânica;Corretiva;;FECH
OS92292;REM01-2000-2100-X000003;Corretiva banco;06/07/2021;;;1,32;05/08/2021;05/08/2021;1,32;C;Mecânica;Corretiva;;FECH
OS92293;REM01-1000-1200-F000002;Corretiva banco;15/08/2021;;;2;14/09/2021;14/09/2021;2;C;Automação;Corretiva;;FECH
OS92294;REM01-1000-1200-E000003;Corretiva banco;12/09/2021;;;2,25;28/10/2021;28/10/2021;1,78;C;Mecânica;Corretiva;;FECH
OS92295;REM01-1000-1100-E000006;Corretiva banco;21/12/2020;;;2,68;25/01/2021;25/01/2021;2,68;C;Elétrica;Corretiva;;FECH
OS92296;REM01-1000-1200-E000005;Corretiva banco;28/09/2021;;;3,68;28/10/2021;29/10/2021;3,68;C;Elétrica;Corretiva;;FECH
OS92297;REM01-1000-1100-E000004;Corretiva banco;16/04/2021;;;1,83;22/05/2021;22/05/2021;1,83;C;Elétrica;Corretiva;;FECH
OS92298;REM01-1000-1200-E000002;Corretiva banco;06/02/2021;;;1,32;13/03/2021;13/03/2021;2,05;C;Mecânica;Corretiva;;FECH
OS92299;REM01-1000-1200-E000006;Corretiva banco;27/01/2021;;;4,02;02/03/2021;02/03/2021;3,8;C;Mecânica;Corretiva;;FECH
OS92300;REM01-2000-2100-X000001;Corretiva banco;16/06/2021;;;1,43;16/07/2021;16/07/2021;1,43;C;Mecânica;Corretiva;;FECH
OS92301;REM01-2000-2100-X000001;Corretiva banco;20/07/2021;;;4,58;19/08/2021;19/08/2021;4,58;C;Elétrica;Corretiva;;FECH
OS92302;REM01-1000-1100-E000002;Corretiva banco;26/05/2021;;;3,8;27/06/2021;27/06/2021;4,3;C;Elétrica;Corretiva;;FECH
OS92303;REM01-1000-1100-E000003;Corretiva banco;18/08/2021;;;4,17;17/09/2021;17/09/2021;4,17;C;Mecânica;Corretiva;;FECH
OS92304;REM01-1000-1200-E000001;Corretiva banco;17/04/2021;;;1,05;10/05/2021;10/05/2021;1,55;C;Mecânica;Corretiva;;FECH
OS92305;REM01-1000-1200-E000005;Corretiva banco;18/03/2021;;;2,42;17/04/2021;17/04/2021;2,42;C;Mecânica;Corretiva;;FECH
OS92306;REM01-1000-1200-E000003;Corretiva banco;13/05/2021;;;4,92;26/06/2021;27/06/2021;5,17;C;Mecânica;Corretiva;;FECH
OS92307;REM01-1000-1100-E000005;Corretiva banco;15/05/2021;;;1,98;14/06/2021;14/06/2021;1,98;C;Elétrica;Corretiva;;FECH
OS92308;REM01-2000-2100-X000004;Corretiva banco;26/01/2021;;;4,83;10/03/2021;10/03/2021;4,38;C;Mecânica;Corretiva;;FECH
OS92309;REM01-2000-2100-X000005;Corretiva banco;11/05/2021;;;1,43;10/06/2021;10/06/2021;1,43;C;Mecânica;Corretiva;;FECH
OS92310;REM01-2000-2200-X000004;Corretiva banco;17/05/2021;;;1,83;23/06/2021;23/06/2021;1,38;C;Mecânica;Corretiva;;FECH
OS92311;REM01-1000-1200-E000001;Corretiva banco;31/07/2021;;;1,53;30/08/2021;30/08/2021;1,53;C;Automação;Corretiva;;FECH
OS92312;REM01-2000-2200-X000002;Corretiva banco;27/05/2021;;;4,7;26/06/2021;26/06/2021;4,7;C;Automação;Corretiva;;FECH
OS92313;REM01-2000-2100-X000002;Corretiva banco;18/12/2020;;;4,38;12/02/2021;12/02/2021;4,63;C;Elétrica;Corretiva;;FECH
OS92314;REM01-1000-2200-F000001;Corretiva banco;17/04/2021;;;1,45;24/05/2021;24/05/2021;1,72;C;Mecânica;Corretiva;;FECH
OS92315;REM01-3000-3200-T000002;Corretiva banco;02/03/2021;;;1,15;01/04/2021;01/04/2021;1,15;C;Elétrica;Corretiva;;FECH
OS92316;REM01-3000-3100-C000001;Corretiva banco;31/07/2021;;;1,2;30/08/2021;30/08/2021;1,2;C;Automação;Corretiva;;FECH
OS92317;REM01-1000-1200-E000002;Corretiva banco;04/12/2020;;;4;24/01/2021;25/01/2021;3,53;C;Elétrica;Corretiva;;FECH
OS92318;REM01-1000-1100-E000006;Corretiva banco;04/03/2021;;;2,85;03/04/2021;03/04/2021;2,85;C;Mecânica;Corretiva;;FECH
OS92319;REM01-1000-2200-F000002;Corretiva banco;18/08/2021;;;1,5;17/09/2021;17/09/2021;1,5;C;Elétrica;Corretiva;;FECH
OS92320;REM01-2000-2100-X000002;Corretiva banco;10/03/2021;;;1,83;09/04/2021;09/04/2021;1,83;C;Elétrica;Corretiva;;FECH
OS92321;REM01-1000-1200-E000003;Corretiva banco;10/03/2021;;;1,98;14/05/2021;14/05/2021;1,52;C;Automação;Corretiva;;FECH
OS92322;REM01-2000-2100-X000004;Corretiva banco;09/03/2021;;;2,35;27/04/2021;27/04/2021;3,08;C;Elétrica;Corretiva;;FECH
OS92323;REM01-1000-1200-E000002;Corretiva banco;14/09/2021;;;3,88;24/10/2021;24/10/2021;3,65;C;Mecânica;Corretiva;;FECH
OS92324;REM01-2000-2200-X000006;Corretiva banco;23/09/2021;;;3,88;23/10/2021;23/10/2021;3,88;C;Automação;Corretiva;;FECH
OS92325;REM01-1000-1100-E000001;Corretiva banco;04/05/2021;;;3,78;09/06/2021;09/06/2021;3,32;C;Mecânica;Corretiva;;FECH
OS92326;REM01-2000-2100-X000002;Corretiva banco;20/02/2021;;;3,03;11/04/2021;11/04/2021;2,82;C;Elétrica;Corretiva;;FECH
OS92327;REM01-1000-1200-E000001;Corretiva banco;27/09/2021;;;1,83;27/10/2021;27/10/2021;1,83;C;Elétrica;Corretiva;;FECH
OS92328;REM01-2000-2200-X000004;Corretiva banco;13/05/2021;;;3,4;12/06/2021;12/06/2021;3,4;C;Automação;Corretiva;;FECH
OS92329;REM01-3000-3300-C000001;Corretiva banco;10/04/2021;;;1,12;24/05/2021;24/05/2021;1,85;C;Elétrica;Corretiva;;FECH
OS92330;REM01-2000-2100-X000002;Corretiva banco;14/05/2021;;;1,72;13/06/2021;13/06/2021;1,72;C;Mecânica;Corretiva;;FECH
OS92331;REM01-1000-1100-E000003;Corretiva banco;08/04/2021;;;4;14/05/2021;14/05/2021;3,53;C;Mecânica;Corretiva;;FECH
OS92332;REM01-2000-2100-X000006;Corretiva banco;06/06/2021;;;1,02;13/07/2021;14/07/2021;1,28;C;Mecânica;Corretiva;;FECH
OS92333;REM01-2000-2200-X000006;Corretiva banco;12/08/2021;;;4,72;21/09/2021;21/09/2021;4,5;C;Automação;Corretiva;;FECH
OS92334;REM01-2000-2100-X000001;Corretiva banco;27/09/2021;;;4,58;27/10/2021;27/10/2021;4,58;C;Elétrica;Corretiva;;FECH
OS92335;REM01-1000-1100-E000005;Corretiva banco;02/04/2021;;;3,55;25/05/2021;25/05/2021;3,32;C;Mecânica;Corretiva;;FECH
OS92336;REM01-2000-2100-X000002;Corretiva banco;02/08/2021;;;1,8;11/09/2021;11/09/2021;1,33;C;Automação;Corretiva;;FECH
OS92337;REM01-2000-2200-X000002;Corretiva banco;28/09/2021;;;2,97;28/10/2021;28/10/2021;2,97;C;Mecânica;Corretiva;;CONC
OS92338;REM01-1000-1200-E000003;Corretiva banco;29/03/2021;;;3,25;18/05/2021;18/05/2021;2,8;C;Elétrica;Corretiva;;FECH
OS92339;REM01-1000-1200-F000001;Corretiva banco;13/06/2021;;;3,55;27/07/2021;27/07/2021;4,03;C;Mecânica;Corretiva;;FECH
OS92340;REM01-1000-1100-E000004;Corretiva banco;22/09/2021;;;2,57;22/10/2021;22/10/2021;2,57;C;Mecânica;Corretiva;;FECH
OS92341;REM01-2000-2200-X000004;Corretiva banco;09/07/2021;;;3,6;08/08/2021;08/08/2021;3,6;C;Elétrica;Corretiva;;FECH
OS92342;REM01-2000-2200-X000001;Corretiva banco;14/08/2021;;;2,82;28/09/2021;29/09/2021;3,08;C;Mecânica;Corretiva;;FECH
OS92343;REM01-1000-1200-F000001;Corretiva banco;19/08/2021;;;2,57;18/09/2021;18/09/2021;2,57;C;Elétrica;Corretiva;;FECH
OS92344;REM01-1000-1200-E000002;Corretiva banco;18/07/2021;;;4,53;21/08/2021;22/08/2021;4,3;C;Elétrica;Corretiva;;FECH
OS92345;REM01-2000-2100-X000006;Corretiva banco;21/02/2021;;;1,97;07/04/2021;07/04/2021;2,22;C;Automação;Corretiva;;FECH
OS92346;REM01-1000-1200-E000003;Corretiva banco;14/12/2020;;;2,95;18/01/2021;18/01/2021;2,97;C;Elétrica;Corretiva;;FECH
OS92347;REM01-2000-2100-X000002;Corretiva banco;13/07/2021;;;1,12;12/08/2021;12/08/2021;1,12;C;Elétrica;Corretiva;;FECH
OS92348;REM01-2000-2100-X000004;Corretiva banco;12/09/2021;;;4,6;12/10/2021;12/10/2021;4,6;C;Mecânica;Corretiva;;FECH
OS92349;REM01-1000-1100-E000002;Corretiva banco;29/06/2021;;;4,23;29/07/2021;29/07/2021;4,23;C;Automação;Corretiva;;FECH
OS92350;REM01-1000-2200-F000001;Corretiva banco;13/05/2021;;;1,07;15/06/2021;15/06/2021;1,57;C;Mecânica;Corretiva;;FECH
OS92351;REM01-1000-2200-F000002;Corretiva banco;31/01/2021;;;2,32;07/04/2021;07/04/2021;2,33;C;Mecânica;Corretiva;;FECH
OS92352;REM01-2000-2100-X000004;Corretiva banco;21/05/2021;;;1,97;20/06/2021;20/06/2021;1,97;C;Elétrica;Corretiva;;FECH
OS92353;REM01-1000-1100-E000006;Corretiva banco;22/08/2021;;;2,15;24/09/2021;24/09/2021;2,65;C;Elétrica;Corretiva;;FECH
OS92354;REM01-2000-2100-X000003;Corretiva banco;13/06/2021;;;1,8;13/07/2021;13/07/2021;1,8;C;Mecânica;Corretiva;;FECH
OS92355;REM01-2000-2100-X000002;Corretiva banco;08/10/2021;;;2,63;29/11/2021;29/11/2021;2,65;C;Mecânica;Corretiva;;FECH
OS92356;REM01-1000-2200-F000001;Corretiva banco;30/01/2021;;;1,77;10/03/2021;10/03/2021;2,5;C;Mecânica;Corretiva;;FECH
OS92357;REM01-2000-2100-X000003;Corretiva banco;08/09/2021;;;1,15;15/10/2021;16/10/2021;1,88;C;Mecânica;Corretiva;;FECH
OS92358;REM01-1000-1200-F000002;Corretiva banco;25/10/2021;;;1,62;27/11/2021;27/11/2021;1,4;C;Automação;Corretiva;;FECH
OS92359;REM01-1000-1200-E000001;Corretiva banco;05/06/2021;;;3,03;03/10/2021;03/10/2021;3,03;C;Elétrica;Corretiva;;FECH
OS92360;REM01-2000-2100-X000002;Corretiva banco;06/01/2021;;;3,47;05/03/2021;06/03/2021;3,25;C;Mecânica;Corretiva;;FECH
OS92361;REM01-1000-1200-E000004;Corretiva banco;09/09/2021;;;4,82;21/10/2021;21/10/2021;5,32;C;Automação;Corretiva;;FECH
OS92362;REM01-3000-3100-C000001;Corretiva banco;24/02/2021;;;3,8;21/04/2021;21/04/2021;4,3;C;Mecânica;Corretiva;;FECH
OS92363;REM01-2000-2200-X000001;Corretiva banco;11/02/2021;;;3,95;16/03/2021;16/03/2021;4,68;C;Mecânica;Corretiva;;FECH
OS92364;REM01-2000-2100-X000003;Corretiva banco;30/04/2021;;;2,52;05/06/2021;05/06/2021;2,52;C;Mecânica;Corretiva;;FECH
OS92365;REM01-2000-2100-X000006;Corretiva banco;28/01/2021;;;3,95;06/03/2021;06/03/2021;3,73;C;Mecânica;Corretiva;;FECH
OS92366;REM01-2000-2100-X000001;Corretiva banco;04/10/2021;;;2,97;10/11/2021;10/11/2021;3,7;C;Elétrica;Corretiva;;FECH
OS92367;REM01-2000-2100-X000002;Corretiva banco;10/12/2020;;;4,6;14/01/2021;15/01/2021;4,38;C;Automação;Corretiva;;FECH
OS92368;REM01-1000-1200-E000004;Corretiva banco;26/08/2021;;;4,83;25/09/2021;25/09/2021;4,83;C;Mecânica;Corretiva;;FECH
OS92369;REM01-1000-1200-E000004;Corretiva banco;19/06/2021;;;3,9;19/07/2021;19/07/2021;3,9;C;Mecânica;Corretiva;;FECH
OS92370;REM01-1000-1200-F000002;Corretiva banco;20/05/2021;;;4,55;19/06/2021;19/06/2021;4,55;C;Elétrica;Corretiva;;FECH
OS92371;REM01-1000-2200-F000001;Corretiva banco;11/03/2021;;;2,4;10/04/2021;10/04/2021;2,4;C;Mecânica;Corretiva;;FECH
OS92372;REM01-1000-1100-E000003;Corretiva banco;19/11/2021;;;3,83;19/12/2021;19/12/2021;3,83;C;Elétrica;Corretiva;;FECH
OS92373;REM01-2000-2100-X000001;Corretiva banco;08/11/2021;;;3,9;08/12/2021;08/12/2021;3,9;C;Mecânica;Corretiva;;FECH
OS92374;REM01-3000-3200-T000002;Corretiva banco;17/07/2021;;;1,07;16/08/2021;16/08/2021;1,07;C;Elétrica;Corretiva;;FECH
OS92375;REM01-2000-2200-X000003;Corretiva banco;11/09/2021;;;3,55;11/10/2021;11/10/2021;3,55;C;Mecânica;Corretiva;;FECH
OS92376;REM01-2000-2100-X000002;Corretiva banco;06/02/2021;;;3,62;10/03/2021;10/03/2021;3,87;C;Elétrica;Corretiva;;FECH
OS92377;REM01-1000-1100-E000001;Corretiva banco;21/06/2021;;;2,08;21/07/2021;21/07/2021;2,08;C;Mecânica;Corretiva;;FECH
OS92378;REM01-2000-2100-X000004;Corretiva banco;26/03/2021;;;1,5;25/04/2021;25/04/2021;1,5;C;Elétrica;Corretiva;;FECH
OS92379;REM01-2000-2100-X000004;Corretiva banco;30/08/2021;;;2,05;29/09/2021;29/09/2021;2,05;C;Mecânica;Corretiva;;FECH
OS92380;REM01-2000-2200-X000001;Corretiva banco;21/06/2021;;;3,03;21/07/2021;21/07/2021;3,03;C;Mecânica;Corretiva;;FECH
OS92381;REM01-3000-3100-C000002;Corretiva banco;09/12/2020;;;3,02;22/01/2021;22/01/2021;2,55;C;Automação;Corretiva;;FECH
OS92382;REM01-2000-2200-X000002;Corretiva banco;10/11/2021;;;4,93;10/12/2021;10/12/2021;4,93;C;Elétrica;Corretiva;;FECH
OS92383;REM01-2000-2100-X000003;Corretiva banco;13/07/2021;;;4,37;12/08/2021;12/08/2021;4,37;C;Elétrica;Corretiva;;FECH
OS92384;REM01-2000-2100-X000005;Corretiva banco;11/08/2021;;;4,7;10/09/2021;10/09/2021;4,7;C;Automação;Corretiva;;FECH
OS92385;REM01-1000-1200-E000003;Corretiva banco;29/05/2021;;;2,53;30/06/2021;30/06/2021;2,8;C;Mecânica;Corretiva;;FECH
OS92386;REM01-2000-2200-X000004;Corretiva banco;09/11/2021;;;1,93;09/12/2021;09/12/2021;1,93;C;Elétrica;Corretiva;;FECH
OS92387;REM01-1000-1200-F000001;Corretiva banco;29/05/2021;;;1,88;28/06/2021;28/06/2021;1,88;C;Elétrica;Corretiva;;FECH
OS92388;REM01-2000-2200-X000006;Corretiva banco;28/06/2021;;;2,58;28/07/2021;28/07/2021;2,58;C;Automação;Corretiva;;FECH
OS92389;REM01-3000-3100-C000002;Corretiva banco;16/11/2021;;;3,9;16/12/2021;16/12/2021;3,9;C;Mecânica;Corretiva;;FECH
OS92390;REM01-2000-2100-X000002;Corretiva banco;08/08/2021;;;4,22;30/09/2021;30/09/2021;3,75;C;Mecânica;Corretiva;;FECH
OS92391;REM01-2000-2200-X000004;Corretiva banco;06/09/2021;;;4;06/10/2021;06/10/2021;4;C;Elétrica;Corretiva;;FECH
OS92392;REM01-1000-1200-E000001;Corretiva banco;24/12/2020;;;2,37;23/02/2021;23/02/2021;2,15;C;Mecânica;Corretiva;;FECH
OS92393;REM01-1000-1200-F000001;Corretiva banco;29/08/2021;;;4,32;28/09/2021;28/09/2021;4,32;C;Mecânica;Corretiva;;FECH
OS92394;REM01-2000-2200-X000005;Corretiva banco;31/07/2021;;;3,12;30/08/2021;31/08/2021;3,12;C;Mecânica;Corretiva;;FECH
OS92395;REM01-2000-2100-X000002;Corretiva banco;21/12/2020;;;3,25;04/02/2021;04/02/2021;4;C;Mecânica;Corretiva;;FECH
OS92396;REM01-1000-1200-E000002;Corretiva banco;09/06/2021;;;3,08;09/07/2021;10/07/2021;3,08;C;Mecânica;Corretiva;;FECH
OS92397;REM01-2000-2200-X000005;Corretiva banco;02/02/2021;;;3,47;07/04/2021;07/04/2021;3;C;Elétrica;Corretiva;;FECH
OS92398;REM01-1000-1100-E000006;Corretiva banco;24/03/2021;;;2,85;23/04/2021;23/04/2021;2,85;C;Elétrica;Corretiva;;FECH
OS92399;REM01-1000-1100-E000005;Corretiva banco;04/06/2021;;;3,68;02/10/2021;02/10/2021;3,68;C;Elétrica;Corretiva;;FECH
OS92400;REM01-1000-1200-E000002;Corretiva banco;18/12/2020;;;3,28;16/02/2021;16/02/2021;4,02;C;Automação;Corretiva;;FECH
OS92401;REM01-1000-2200-F000002;Corretiva banco;30/09/2021;;;1,72;30/10/2021;30/10/2021;1,72;C;Automação;Corretiva;;FECH
OS92402;REM01-1000-1100-E000003;Corretiva banco;29/11/2021;;;1,43;29/12/2021;29/12/2021;1,43;C;Mecânica;Corretiva;;FECH
OS92403;REM01-2000-2100-X000003;Corretiva banco;08/08/2021;;;2,25;19/09/2021;19/09/2021;2,75;C;Mecânica;Corretiva;;FECH
OS92404;REM01-2000-2100-X000001;Corretiva banco;15/10/2021;;;2,92;14/11/2021;14/11/2021;2,92;C;Mecânica;Corretiva;;FECH
OS92405;REM01-1000-1200-E000003;Corretiva banco;24/12/2020;;;3,62;03/02/2021;03/02/2021;3,87;C;Mecânica;Corretiva;;FECH
OS92406;REM01-2000-2100-X000002;Corretiva banco;09/06/2021;;;1,65;27/07/2021;28/07/2021;2,38;C;Automação;Corretiva;;FECH
OS92407;REM01-1000-1100-E000002;Corretiva banco;24/12/2020;;;1,58;15/02/2021;15/02/2021;2,07;C;Elétrica;Corretiva;;FECH
OS92408;REM01-1000-1100-E000005;Corretiva banco;29/08/2021;;;4,6;28/09/2021;28/09/2021;4,6;C;Mecânica;Corretiva;;FECH
OS92409;REM01-2000-2200-X000003;Corretiva banco;09/06/2021;;;2,25;15/07/2021;15/07/2021;2,27;C;Elétrica;Corretiva;;FECH
OS92410;REM01-1000-1100-E000002;Corretiva banco;09/10/2021;;;3,93;08/11/2021;08/11/2021;3,93;C;Mecânica;Corretiva;;FECH
OS92411;REM01-1000-1100-E000004;Corretiva banco;02/12/2020;;;2,2;29/01/2021;29/01/2021;1,73;C;Mecânica;Corretiva;;FECH
OS92412;REM01-1000-1200-E000003;Corretiva banco;19/02/2021;;;3,12;05/04/2021;05/04/2021;3,12;C;Mecânica;Corretiva;;FECH
OS92413;REM01-1000-1100-E000006;Corretiva banco;28/02/2021;;;1,93;18/04/2021;18/04/2021;2,67;C;Elétrica;Corretiva;;FECH
OS92414;REM01-1000-1200-F000002;Corretiva banco;20/10/2021;;;3,33;22/11/2021;22/11/2021;2,87;C;Mecânica;Corretiva;;FECH
OS92415;REM01-2000-2100-X000003;Corretiva banco;06/01/2021;;;3,3;17/02/2021;17/02/2021;3,57;C;Automação;Corretiva;;FECH
OS92416;REM01-1000-1200-F000001;Corretiva banco;25/05/2021;;;2;28/06/2021;28/06/2021;2,02;C;Elétrica;Corretiva;;FECH
OS92417;REM01-1000-1100-E000002;Corretiva banco;15/01/2021;;;4,88;20/02/2021;20/02/2021;4,67;C;Automação;Corretiva;;FECH
OS92418;REM01-2000-2100-X000004;Corretiva banco;02/09/2021;;;2,75;19/10/2021;19/10/2021;3;C;Elétrica;Corretiva;;FECH
OS92419;REM01-2000-2200-X000002;Corretiva banco;01/02/2021;;;1,8;18/03/2021;18/03/2021;1,8;C;Mecânica;Corretiva;;FECH
OS92420;REM01-1000-1100-E000002;Corretiva banco;14/01/2021;;;1,2;14/03/2021;14/03/2021;0,73;C;Mecânica;Corretiva;;FECH
OS92421;REM01-1000-1200-E000002;Corretiva banco;26/03/2021;;;2,08;25/04/2021;25/04/2021;2,08;C;Mecânica;Corretiva;;FECH
OS92422;REM01-1000-1200-E000005;Corretiva banco;23/02/2021;;;3,03;09/04/2021;09/04/2021;3,03;C;Mecânica;Corretiva;;FECH
OS92423;REM01-1000-1200-E000006;Corretiva banco;28/12/2020;;;4,75;02/02/2021;03/02/2021;5;C;Elétrica;Corretiva;;FECH
OS92424;REM01-2000-2100-X000005;Corretiva banco;08/11/2021;;;1,62;23/12/2021;24/12/2021;1,88;C;Mecânica;Corretiva;;FECH
OS92425;REM01-2000-2200-X000002;Corretiva banco;11/08/2021;;;2,57;13/09/2021;14/09/2021;2,1;C;Mecânica;Corretiva;;FECH
OS92426;REM01-2000-2200-X000001;Corretiva banco;25/01/2021;;;4,07;11/03/2021;11/03/2021;4,08;C;Elétrica;Corretiva;;FECH
OS92427;REM01-2000-2100-X000001;Corretiva banco;03/03/2021;;;1,97;16/04/2021;17/04/2021;2,7;C;Mecânica;Corretiva;;FECH
OS92428;REM01-2000-2200-X000004;Corretiva banco;16/07/2021;;;3,12;30/08/2021;30/08/2021;3,6;C;Automação;Corretiva;;FECH
OS92429;REM01-1000-1200-E000006;Corretiva banco;27/08/2021;;;2,18;26/09/2021;26/09/2021;2,18;C;Elétrica;Corretiva;;FECH
